äº¤æ__                  ,__è®¢å__               ,äº¤æ___»º_¶é_              ,ä»__¶é_                ,_è¿_¿®_¹æ__              ,äº¤æ__¥æ__     ,ç±»å_              ,äº¤æ_å¯¹æ_            ,_____§°                ,__ï¼__ï¼   ,_/_     ,äº¤æ__¶æ    ,___è´¹ï____   ,____æ¬¾ï____  ,å¤_³¨                  ,èµ___¶æ     
"2020121622001471221451978363	","46081154186802931871223	",2020/12/16 18:43,2020/12/16 18:43,2020/12/16 18:43,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,15,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121622001171221452145072	","11110600720121682476969258703	",2020/12/16 11:41,2020/12/16 11:41,2020/12/16 12:41,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___å°__(è½¦å_åº__)å¤__è®¢å_      ,14.09,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201216364318634221 	","                    	",2020/12/16 6:01,                    ,2020/12/16 6:01,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.15-_¶ç____ ,0.27,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121522001471221451883637	","16080283468802931871223	",2020/12/15 18:32,2020/12/15 18:32,2020/12/15 18:32,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,19,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121522001171221451052800	","11110600720121581041113258703	",2020/12/15 11:28,2020/12/15 11:28,2020/12/15 12:31,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,ç§¦é__¢éå¤__è®¢å_            ,19.7,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121529020848220176814617	","                    	",2020/12/15 9:03,2020/12/15 9:03,2020/12/15 9:03,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_±å_              ,__è¿_-_±å_2020å¹12__´¦_   ,1273.25,        ,è¿____    ,0,0,                    ,èµ__è½§»     
"20201215355476662221 	","                    	",2020/12/15 2:48,                    ,2020/12/15 2:48,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.14-_¶ç____ ,0.32,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121422001471221450698087	","46079423943802931871223	",2020/12/14 18:39,2020/12/14 18:40,2020/12/14 18:40,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,15,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121422001171221450440093	","11110600720121400060231258703	",2020/12/14 11:39,2020/12/14 11:39,2020/12/14 12:26,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,äº_____ç±³çº¿(ç¦__KKONEåº)å¤__è®¢å_,16.96,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201213819781602205 	","202012131100300705120643603009	",2020/12/14 11:33,2020/12/14 11:33,2020/12/13 12:57,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,___ä¼__ï¼__äº_ç½______¡æ_____,_¸ä_å®___-12__1_-*_     ,4.83,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201214338480705221 	","                    	",2020/12/14 2:54,                    ,2020/12/14 2:54,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.13-_¶ç____ ,0.28,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121322001171221450202840	","11180600720121325640452258703	",2020/12/13 18:57,2020/12/13 18:57,2020/12/13 19:40,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,__¹¿å¼___¹Â·ç_ç²____        ,13.8,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121322001471221450151559	","11160600720121342122481258703	",2020/12/13 16:14,2020/12/13 16:14,2020/12/13 16:14,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é¥¿ä_ä¹             ,____.___æ°´æ_(_°æ´²åº)       ,18.5,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121322001171221449969506	","11160600720121396221971258703	",2020/12/13 16:12,2020/12/13 16:12,2020/12/13 16:48,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___è¥¿ç_ä¸(ç¦__åº)å¤__è®¢å_      ,2,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121322001171225709456874	","T200P1438115868011542514	",2020/12/13 11:09,2020/12/13 11:09,2020/12/14 14:58,æ·__        ,__å®__ä¿_º¤_         ,å±_____åº           ,_8_¤ç_è´§ã____³°_½é__5_¤ç____é²_°´__¤§æ¡_____å­£æ_ç®±å__10,9.9,__      ,ç­__ç¡_¶è´§  ,0,0,                    ,å·²æ__      
"2020121322001171221450148857	","11110600720121352473127258703	",2020/12/13 11:04,2020/12/13 11:04,2020/12/13 11:29,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___±éé¥¼Â·ç__²çº¢_§ç____(ä¸__åº)å¤__è®¢å_,17.96,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121322001371221449951504	","T3901P1439272875288542514	",2020/12/13 10:04,2020/12/13 10:06,2020/12/13 10:06,æ·__        ,_³æ__°è´¦äº¤æ_          ,_¿é_å·´å·´___88VIP     ,_¨å¹´88VIP             ,88,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201213331688400221 	","                    	",2020/12/13 3:19,                    ,2020/12/13 3:19,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.12-_¶ç____ ,0.28,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121222001471225707692056	","20121270166806486510	",2020/12/12 17:44,2020/12/12 17:44,2020/12/12 17:44,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é¥¿ä_ä¹             ,___è¥¿ç_ä¸(ç¦__åº)å¤__è®¢å_      ,4.3,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121222001471221449983024_20201212TR15622913263666054194	","20201212TR15622013263147236729	",2020/12/12 17:42,                    ,2020/12/12 17:42,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_£èç»______        ,_æ¬-______å¸____X10 Max 8GB+128GB ç«____¨ç____,2499,        ,_æ¬¾æ__    ,0,0,                    ,å·²æ__      
"2020121222001171225709116087	","T200P1436152502498542514	",2020/12/12 17:38,2020/12/12 17:41,2020/12/13 16:45,æ·__        ,__å®__ä¿_º¤_         ,å¤©ç_è¶__            ,_____¡ºä¸°å_____X10 MAXå¤§å____å£°å_5G_¨ç_____ºå¤©_800,2374.05,__      ,ç­__ç¡_¶è´§  ,0,0,                    ,å·²æ__      
"2020121222001171225709418904	","T200P1435828717404542514	",2020/12/12 17:36,                    ,2020/12/12 17:38,æ·__        ,__å®__ä¿_º¤_         ,å¤©ç_è¶__            ,_____¡ºä¸°å_____X10 MAXå¤§å____å£°å_5G_¨ç_____ºå¤©_800,2374.05,        ,äº¤æ__³é_    ,0,0,                    ,         
"2020121222001471221449983024	","20201212TR15622013263147236729	",2020/12/12 17:32,2020/12/12 17:32,2020/12/12 17:42,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_£èç»______        ,______å¸____X10 Max 8GB+128GB ç«____¨ç____,2499,__      ,äº¤æ__³é_    ,0,2499,                    ,å·²æ__      
"2020121222001171221449643187	","11110600720121250820680258703	",2020/12/12 11:25,2020/12/12 11:25,2020/12/12 11:53,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___¸é_Â·_¡è¾£æ±(ç«¹å_åº)å¤__è®¢å_   ,25,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121222001171225708221997	","T200P1434627795653250387	",2020/12/12 11:16,2020/12/12 11:16,2020/12/12 11:16,æ·__        ,__å®__ä¿_º¤_         ,t-2209463699309-43,___è¥¿ç_ä¸ 3å¼ 30____¨æä»£é__(ç¡_é¥¥¨),43.2,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121222001371221449472133	","T3901P1434242019249542514	",2020/12/12 9:58,                    ,2020/12/12 10:13,æ·__        ,_³æ__°è´¦äº¤æ_          ,_¿é_å·´å·´___88VIP     ,_¨å¹´88VIP             ,88,        ,äº¤æ__³é_    ,0,0,                    ,         
"20201212324181330221 	","                    	",2020/12/12 5:39,                    ,2020/12/12 5:39,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.11-_¶ç____ ,0.32,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121122001171221449239881	","11180600720121101736412258703	",2020/12/11 18:14,2020/12/11 18:14,2020/12/11 18:47,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,æ­£æ_é¸¡æ_(ä¸__åº)å¤__è®¢å_       ,27.5,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201211009130100010220028133863	","LC2020121117495020888029318712234678	",2020/12/11 17:49,2020/12/11 17:49,2020/12/11 17:49,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-__è½_            ,1000,        ,äº¤æ____    ,0,0,                    ,èµ__è½§»     
"2020121122001471221449245666	","U030389741565760507904	",2020/12/11 11:33,2020/12/11 11:33,2020/12/11 11:33,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,ä¸___            ,ç¾__å¤__ä¼__å°_º«___          ,4.9,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121122001171221449219974	","11110600720121197655824258703	",2020/12/11 11:31,2020/12/11 11:31,2020/12/11 12:25,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,ç§¦é__¢éå¤__è®¢å_            ,16.8,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201211313352931221 	","                    	",2020/12/11 3:00,                    ,2020/12/11 3:00,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.10-_¶ç____ ,0.28,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121022001171221448779010	","11110600720121018026723258703	",2020/12/10 11:33,2020/12/10 11:33,2020/12/10 12:15,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,äº_____ç±³çº¿(ç¦__KKONEåº)å¤__è®¢å_,15.96,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020121022001471221448718945	","U030389358875437305856	",2020/12/10 10:13,2020/12/10 10:13,2020/12/10 10:13,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,ä¸___            ,ä¸18598046892äº¤è´¹30.00_,14.91,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201210200040011100220062357317	","                    	",2020/12/10 8:15,2020/12/10 8:16,2020/12/10 8:16,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,å¥__(___)         ,è½´¦                  ,2500,__      ,äº¤æ____    ,0,0,è½´¦                  ,å·²æ__      
"20201210305483632221 	","                    	",2020/12/10 5:50,                    ,2020/12/10 5:50,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.09-_¶ç____ ,0.3,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120922001471225705106394	","46075092394802931871223	",2020/12/9 18:20,2020/12/9 18:20,2020/12/9 18:20,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,15,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120922001171221448737898	","11110600720120933627049258703	",2020/12/9 11:41,2020/12/9 11:41,2020/12/9 12:39,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,ç§¦é__¢éå¤__è®¢å_            ,15.8,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201209394704965221 	","                    	",2020/12/9 2:42,                    ,2020/12/9 2:42,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.08-_¶ç____ ,0.29,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120822001471225703715204	","46074217893802931871223	",2020/12/8 18:03,2020/12/8 18:03,2020/12/8 18:03,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,15,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120822001471221447721999	","20120811100400000000724143857056	",2020/12/8 16:12,2020/12/8 16:12,2020/12/8 16:12,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,ç¾__              ,ç¾__è®¢å_-20120811100400000000724143857056,561.26,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120822001471221447991694	","XP1120120811500583583405000603	",2020/12/8 11:49,2020/12/8 11:49,2020/12/8 11:49,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_¼åå¤_¹³_°å__         ,______XP1120120811500583583405000603,4.9,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020110822001171225728971944*1353436777984250387_92342019919258703	","1353436777984250387_92342019919258703	",2020/12/8 11:38,2020/12/8 11:38,2020/12/8 11:38,æ·__        ,_³æ__°è´¦äº¤æ_          ,t-157067373189106563-25,_æ¬-_¦å__ 3å¼ 3____¨æä»£é__  ,0.67,        ,_æ¬¾æ__    ,0,0,                    ,å·²æ__      
"2020120822001171221447827210	","11110600720120827078060258703	",2020/12/8 11:36,2020/12/8 11:36,2020/12/8 12:13,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___é¦_é¥¨é_å¤__è®¢å_          ,14.9,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120822001471221447673791	","20120870165810066810	",2020/12/8 11:31,2020/12/8 11:31,2020/12/8 11:31,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_____ç»__ï¼__æµ·ï______ ,è¶_º§ä¼__________3000000010939342310,25,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201208381257543221 	","                    	",2020/12/8 2:57,                    ,2020/12/8 2:57,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.07-_¶ç____ ,0.31,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120722001471221447645125	","XP2320120723501604928518006007	",2020/12/7 23:11,2020/12/7 23:11,2020/12/7 23:11,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_¼åå¤_¹³_°å__         ,______XP2320120723501604928518006007,19.9,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120722001471221447865802	","XP1020120722501606730657004630	",2020/12/7 22:58,2020/12/7 22:58,2020/12/7 22:58,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,_¼åå¤_¹³_°å__         ,______XP1020120722501606730657004630,1,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201207300000000071221207545112	","T200P1397555064054542514	",2020/12/7 20:30,2020/12/7 20:30,2020/12/7 20:30,æ·__        ,__å®__ä¿_º¤_         ,antaå®_____åº       ,____¼ä»·___è¸__ç½___°è__¨åè£__2020_°æ_¸ç_ç§__·å£«ä¼__å¥_¤´_¡£è¿___,194.62,__      ,_____    ,0,0,                    ,å·²æ__      
"2020120722001471221447515040	","46073371087802931871223	",2020/12/7 18:31,2020/12/7 18:31,2020/12/7 18:31,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,19,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201207300000000071221207683300	","T200P1397555064053542514	",2020/12/7 17:25,2020/12/7 17:25,2020/12/7 17:25,æ·__        ,__å®__ä¿_º¤_         ,uoohe___åº        ,____¼ä»·__OOHEæ¸____¡£_·çå­£æ_ä¾£ç__²å_é¢_å¤´æ½®æµ___ns_¿èä¸_¡£æ½,96.63,__      ,_____    ,0,0,                    ,å·²æ__      
"20201207300000000071221207726471	","T200P1397555064052542514	",2020/12/7 17:25,2020/12/7 17:25,2020/12/7 17:25,æ·__        ,__å®__ä¿_º¤_         ,uoohe___åº        ,____¼ä»·__OOHE_¿è_¡£_·å£«æ½__¥çå­£æ_å¸½å_é¢___¸ç__²ä_è¡£æ_ä¾£çº¯_²åå¥,74.75,__      ,_____    ,0,0,                    ,å·²æ__      
"2020120722001171221447177491	","11110600720120783494478258703	",2020/12/7 11:38,2020/12/7 11:38,2020/12/7 12:24,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,ç¼__ç±³æ_å¼__é¤__(ç¦__åº)å¤__è®¢å_  ,11.7,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201207375770504221 	","                    	",2020/12/7 6:05,                    ,2020/12/7 6:05,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.06-_¶ç____ ,0.31,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120622001171221447143820	","11180600720120626499779258703	",2020/12/6 18:31,2020/12/6 18:31,2020/12/6 19:15,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,___è¥¿ç_ä¸(ç¦__åº)å¤__è®¢å_      ,17.6,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120622001471221447110522	","11110600720120659204712258703	",2020/12/6 11:58,2020/12/6 11:58,2020/12/6 11:58,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é¥¿ä_ä¹             ,é²__æ´¾åÂ·___æ°´æ_(_°æ´²åº)      ,25.8,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120622001171221446921482	","11110600720120624357709258703	",2020/12/6 11:45,2020/12/6 11:46,2020/12/6 12:30,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,__¤§ç¢_____(ç¦__åº)å¤__è®¢å_     ,18.49,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201206364485946221 	","                    	",2020/12/6 2:57,                    ,2020/12/6 2:57,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.05-_¶ç____ ,0.31,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120522001171221446909414	","11170600720120533880707258703	",2020/12/5 17:20,2020/12/5 17:20,2020/12/5 17:55,æ·__        ,__å®__ä¿_º¤_         ,é¥¿ä_ä¹             ,å°_¾£æ¤_º»è¾£æ_Â·éº»è¾£_(ç¦__åº)å¤__è®¢å_ ,17.14,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201205356708559221 	","                    	",2020/12/5 3:06,                    ,2020/12/5 3:06,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.04-_¶ç____ ,0.3,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120422001171225700386788	","T200P1413731451718542514	",2020/12/4 22:29,2020/12/4 22:29,2020/12/15 9:33,æ·__        ,__å®__ä¿_º¤_         ,__¤§_·æ__°å_          ,___é»_____æ¡__ä»¤é____å­£åå¼___°é_æ°´æ_å¼¥ç_æ¡__ç®±å__³¥_´æ,6.5,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120422001171225700020961	","T200P1413500798324542514	",2020/12/4 22:25,2020/12/4 22:25,2020/12/15 15:07,æ·__        ,__å®__ä¿_º¤_         ,å¤©ç_è¶__            ,çº°´ä¹_¥®_¨çº¯_æ°´æ_ç®±ç_æ³_°´550ml*24_¶å¤§_ ç­_ä»,0.76,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120422001471221445890999	","20120470164779215910	",2020/12/4 11:38,2020/12/4 11:38,2020/12/4 11:38,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é¥¿ä_ä¹             ,è¶_º§__´§_¡è___3000000010694880510,2,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201204347701282221 	","                    	",2020/12/4 3:10,                    ,2020/12/4 3:10,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.03-_¶ç____ ,0.28,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120322001471225758841691	","46069926676802931871223	",2020/12/3 18:51,2020/12/3 18:51,2020/12/3 18:51,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,15,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201203337237009221 	","                    	",2020/12/3 3:01,                    ,2020/12/3 3:01,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.02-_¶ç____ ,0.28,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120222001471225757376617	","46069052297802931871223	",2020/12/2 18:33,2020/12/2 18:33,2020/12/2 18:33,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,16,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"20201202329311663221 	","                    	",2020/12/2 2:58,                    ,2020/12/2 2:58,__å®__ç«     ,_³æ__°è´¦äº¤æ_          ,_½æ³°_ºé_ç®¡ç______      ,ä½_å®-2020.12.01-_¶ç____ ,0.33,_¶å_      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120122001471225755070272	","43126600004928000020201201331423664065048576	",2020/12/1 21:19,2020/12/1 21:19,2020/12/1 21:19,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,___ç²__            ,___ç²__-æ²_°¾åº            ,10,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120122001471225755971794	","46068230873802931871223	",2020/12/1 19:44,2020/12/1 19:44,2020/12/1 19:44,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,16,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120122001471225756027155	","46067982195802931871223	",2020/12/1 12:50,2020/12/1 12:50,2020/12/1 12:50,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,é©»´_             ,___                  ,19,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120122001471225755954208	","46067945579802931871223	",2020/12/1 11:49,2020/12/1 11:49,2020/12/1 11:49,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,__              ,___                  ,27,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
"2020120122001471225754688837	","46067906157802931871223	",2020/12/1 10:43,2020/12/1 10:43,2020/12/1 10:43,_¶ä_ï¼______·´å·´å_å¤____ï¼,_³æ__°è´¦äº¤æ_          ,__              ,___                  ,60,__      ,äº¤æ____    ,0,0,                    ,å·²æ__      
